Winner, Standing, Pole, Fatest_lap, City, Overtaking, Lap_nb
Raiducknen, ['Raiducknen', 'Duckmilton', 'Prostduck', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Buckton', 'Ducktel'], Ayrduck, 56, Madrid, 48, 17
Ducktel, ['Ducktel', 'Duckmilton', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Ayrduck', 'Prostduck'], Ayrduck, 55, Tokyo, 49, 20
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Duckberg', 'Schumaduck', 'Buckton', 'Prostduck', 'Ayrduck', 'Raiducknen'], Verstaduck, 50, Rio, 50, 11
Buckton, ['Buckton', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ayrduck', 'Ducktel', 'Prostduck', 'Raiducknen', 'Alonsduck'], Schumaduck, 57, Londres, 41, 17
Duckmilton, ['Duckmilton', 'Prostduck', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Buckton', 'Ayrduck'], Ayrduck, 57, New York, 47, 14
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Buckton', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Ducktel', 'Ayrduck'], Schumaduck, 60, Tokyo, 41, 16
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Buckton', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Duckberg', 'Alonsduck'], Duckmilton, 55, Rio, 43, 20
Duckmilton, ['Duckmilton', 'Ayrduck', 'Schumaduck', 'Prostduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Alonsduck', 'Duckberg', 'Raiducknen'], Duckmilton, 56, Paris, 41, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Buckton', 'Alonsduck', 'Prostduck', 'Raiducknen'], Alonsduck, 52, Pekin, 49, 17
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Duckberg', 'Prostduck', 'Ayrduck'], Duckberg, 54, Moscou, 50, 14
Duckmilton, ['Duckmilton', 'Prostduck', 'Raiducknen', 'Buckton', 'Alonsduck', 'Verstaduck', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Ducktel'], Verstaduck, 56, Pekin, 46, 12
Duckmilton, ['Duckmilton', 'Ayrduck', 'Raiducknen', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Buckton'], Raiducknen, 58, Londres, 44, 16
Prostduck, ['Prostduck', 'Duckmilton', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Verstaduck', 'Ayrduck', 'Buckton', 'Raiducknen', 'Duckberg'], Ayrduck, 51, Rio, 50, 14
Raiducknen, ['Raiducknen', 'Ducktel', 'Duckmilton', 'Alonsduck', 'Prostduck', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Buckton', 'Ayrduck'], Duckmilton, 50, Rome, 41, 20
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Verstaduck', 'Buckton', 'Prostduck', 'Ayrduck'], Alonsduck, 51, Paris, 45, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Verstaduck', 'Buckton', 'Raiducknen', 'Prostduck', 'Ayrduck'], Schumaduck, 51, Paris, 47, 18
Duckmilton, ['Duckmilton', 'Duckberg', 'Verstaduck', 'Buckton', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Prostduck', 'Alonsduck', 'Ayrduck'], Raiducknen, 60, Singapour, 40, 15
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Raiducknen', 'Prostduck', 'Ducktel', 'Alonsduck', 'Buckton'], Alonsduck, 51, Pekin, 42, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Buckton'], Buckton, 52, Singapour, 47, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Prostduck', 'Duckberg', 'Alonsduck', 'Ayrduck', 'Buckton'], Duckmilton, 54, Berne, 41, 13
Verstaduck, ['Verstaduck', 'Schumaduck', 'Ayrduck', 'Duckmilton', 'Ducktel', 'Buckton', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Prostduck'], Raiducknen, 59, Berne, 47, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Ayrduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Buckton'], Raiducknen, 55, Tokyo, 44, 20
Duckmilton, ['Duckmilton', 'Duckberg', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Buckton'], Duckberg, 55, Paris, 41, 16
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Buckton', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Prostduck'], Verstaduck, 58, Londres, 50, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Buckton', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Prostduck'], Ayrduck, 52, Rome, 41, 12
Duckberg, ['Duckberg', 'Duckmilton', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Buckton', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Verstaduck'], Buckton, 52, Londres, 45, 20
Duckmilton, ['Duckmilton', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Ayrduck', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Buckton'], Schumaduck, 54, Pekin, 50, 15
Ducktel, ['Ducktel', 'Duckmilton', 'Alonsduck', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Prostduck', 'Raiducknen'], Raiducknen, 52, Moscou, 48, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Buckton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Prostduck', 'Duckberg', 'Ayrduck'], Schumaduck, 58, Berne, 45, 11
Schumaduck, ['Schumaduck', 'Duckmilton', 'Buckton', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Duckberg'], Prostduck, 59, Londres, 48, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Buckton'], Duckberg, 53, New York, 42, 15
Duckmilton, ['Duckmilton', 'Prostduck', 'Duckberg', 'Alonsduck', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Buckton'], Buckton, 53, Rome, 45, 11
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Duckberg', 'Alonsduck', 'Ducktel', 'Verstaduck', 'Ayrduck', 'Buckton'], Verstaduck, 51, Berne, 49, 11
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Prostduck', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Buckton', 'Raiducknen', 'Ayrduck'], Duckberg, 50, Pekin, 44, 10
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Prostduck', 'Buckton', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Duckberg'], Verstaduck, 56, Moscou, 48, 16
Ayrduck, ['Ayrduck', 'Verstaduck', 'Ducktel', 'Duckmilton', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Buckton', 'Duckberg', 'Prostduck'], Duckmilton, 57, Moscou, 47, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Duckberg', 'Schumaduck', 'Alonsduck', 'Buckton', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Ayrduck'], Ducktel, 52, Berne, 44, 19
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Verstaduck', 'Ayrduck', 'Duckberg', 'Buckton'], Duckmilton, 54, Berlin, 42, 13
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Buckton', 'Alonsduck', 'Duckberg', 'Prostduck', 'Raiducknen', 'Ayrduck'], Alonsduck, 55, Rio, 49, 10
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Ayrduck', 'Alonsduck', 'Verstaduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Buckton'], Ducktel, 52, Madrid, 48, 15
Prostduck, ['Prostduck', 'Verstaduck', 'Duckmilton', 'Duckberg', 'Buckton', 'Schumaduck', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Alonsduck'], Ducktel, 56, Paris, 49, 15
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Duckberg', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Buckton'], Schumaduck, 50, Paris, 47, 14
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Buckton', 'Alonsduck', 'Ayrduck', 'Prostduck', 'Duckberg'], Ayrduck, 53, Berlin, 43, 19
Duckmilton, ['Duckmilton', 'Ayrduck', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Duckberg', 'Buckton'], Buckton, 51, Tokyo, 43, 13
Duckmilton, ['Duckmilton', 'Raiducknen', 'Alonsduck', 'Ayrduck', 'Buckton', 'Prostduck', 'Duckberg', 'Ducktel', 'Verstaduck', 'Schumaduck'], Ducktel, 52, New York, 41, 20
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Buckton', 'Duckberg', 'Ayrduck'], Buckton, 56, Paris, 40, 16
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Duckberg', 'Alonsduck', 'Schumaduck', 'Buckton', 'Ayrduck'], Ducktel, 54, Madrid, 48, 11
Duckmilton, ['Duckmilton', 'Ducktel', 'Prostduck', 'Duckberg', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Alonsduck', 'Ayrduck', 'Buckton'], Buckton, 50, Rio, 49, 17
Alonsduck, ['Alonsduck', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Prostduck', 'Buckton', 'Ducktel', 'Duckberg', 'Ayrduck'], Alonsduck, 54, Moscou, 44, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Prostduck', 'Alonsduck', 'Buckton', 'Ayrduck'], Raiducknen, 53, New York, 49, 17
Verstaduck, ['Verstaduck', 'Alonsduck', 'Buckton', 'Duckmilton', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Prostduck', 'Duckberg', 'Ayrduck'], Buckton, 52, New York, 40, 11
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Duckberg', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Alonsduck', 'Ayrduck', 'Buckton'], Duckberg, 56, Berne, 43, 20
Alonsduck, ['Alonsduck', 'Verstaduck', 'Duckmilton', 'Schumaduck', 'Raiducknen', 'Ducktel', 'Prostduck', 'Duckberg', 'Buckton', 'Ayrduck'], Schumaduck, 59, Berne, 44, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Duckberg', 'Alonsduck', 'Buckton', 'Ayrduck'], Alonsduck, 51, New York, 50, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Buckton', 'Prostduck', 'Ducktel', 'Duckberg', 'Raiducknen', 'Ayrduck'], Verstaduck, 59, Moscou, 42, 11
Alonsduck, ['Alonsduck', 'Schumaduck', 'Duckmilton', 'Buckton', 'Ducktel', 'Raiducknen', 'Duckberg', 'Prostduck', 'Verstaduck', 'Ayrduck'], Duckmilton, 54, Berne, 42, 20
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Prostduck', 'Buckton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ayrduck'], Alonsduck, 51, Tokyo, 47, 12
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Duckberg', 'Alonsduck', 'Ayrduck', 'Ducktel', 'Buckton', 'Prostduck'], Duckberg, 52, Rio, 43, 18
Ducktel, ['Ducktel', 'Duckmilton', 'Schumaduck', 'Buckton', 'Duckberg', 'Alonsduck', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Prostduck'], Verstaduck, 53, Tokyo, 45, 16
Verstaduck, ['Verstaduck', 'Prostduck', 'Duckmilton', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Ayrduck', 'Duckberg', 'Raiducknen', 'Buckton'], Duckmilton, 51, Paris, 44, 15
Alonsduck, ['Alonsduck', 'Duckmilton', 'Ducktel', 'Raiducknen', 'Buckton', 'Verstaduck', 'Duckberg', 'Prostduck', 'Schumaduck', 'Ayrduck'], Raiducknen, 56, Moscou, 45, 19
Ayrduck, ['Ayrduck', 'Duckmilton', 'Schumaduck', 'Prostduck', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Buckton'], Raiducknen, 55, Rio, 48, 10
Prostduck, ['Prostduck', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Ayrduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Buckton'], Schumaduck, 54, Berne, 48, 12
Duckmilton, ['Duckmilton', 'Duckberg', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Prostduck', 'Raiducknen', 'Ayrduck', 'Buckton', 'Alonsduck'], Raiducknen, 56, Rio, 50, 14
Ducktel, ['Ducktel', 'Schumaduck', 'Duckmilton', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Buckton', 'Alonsduck', 'Prostduck', 'Ayrduck'], Schumaduck, 58, Berne, 48, 13
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Buckton', 'Alonsduck', 'Prostduck', 'Ducktel', 'Duckberg', 'Raiducknen', 'Ayrduck'], Schumaduck, 58, New York, 45, 14
Duckmilton, ['Duckmilton', 'Ducktel', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Ayrduck', 'Buckton'], Verstaduck, 50, Berne, 50, 15
Prostduck, ['Prostduck', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Buckton', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Ayrduck'], Duckmilton, 54, Berne, 45, 16
Duckmilton, ['Duckmilton', 'Buckton', 'Prostduck', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ducktel', 'Ayrduck'], Schumaduck, 60, Berlin, 49, 14
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Raiducknen', 'Prostduck', 'Ducktel', 'Schumaduck', 'Ayrduck'], Buckton, 53, Singapour, 45, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Buckton', 'Ayrduck'], Duckmilton, 60, Pekin, 40, 14
Verstaduck, ['Verstaduck', 'Duckmilton', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Schumaduck', 'Prostduck', 'Buckton', 'Ayrduck'], Alonsduck, 50, Moscou, 45, 11
Duckmilton, ['Duckmilton', 'Verstaduck', 'Buckton', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Ducktel', 'Ayrduck', 'Prostduck'], Raiducknen, 55, Berne, 49, 14
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Prostduck', 'Buckton'], Ayrduck, 60, Rome, 48, 11
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Verstaduck', 'Buckton', 'Raiducknen', 'Prostduck', 'Duckberg', 'Schumaduck', 'Ayrduck'], Prostduck, 51, Moscou, 45, 12
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Ducktel', 'Duckberg', 'Alonsduck', 'Schumaduck', 'Buckton', 'Ayrduck'], Ayrduck, 57, Tokyo, 46, 18
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Raiducknen', 'Alonsduck', 'Ayrduck', 'Duckberg', 'Ducktel', 'Buckton', 'Prostduck'], Duckmilton, 59, Madrid, 43, 13
Ducktel, ['Ducktel', 'Duckmilton', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Verstaduck', 'Buckton', 'Duckberg', 'Ayrduck'], Verstaduck, 50, Londres, 43, 19
Schumaduck, ['Schumaduck', 'Duckberg', 'Duckmilton', 'Ayrduck', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Verstaduck', 'Buckton'], Duckmilton, 57, Berlin, 44, 14
Duckmilton, ['Duckmilton', 'Buckton', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Prostduck', 'Ayrduck'], Duckberg, 50, Singapour, 47, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Buckton', 'Ducktel', 'Ayrduck'], Verstaduck, 51, Paris, 48, 11
Duckmilton, ['Duckmilton', 'Raiducknen', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Duckberg', 'Ducktel', 'Buckton', 'Ayrduck'], Duckberg, 55, Rio, 44, 20
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Alonsduck', 'Ayrduck'], Prostduck, 51, Paris, 48, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Duckberg', 'Buckton'], Alonsduck, 52, Rome, 50, 12
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Prostduck', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Buckton', 'Raiducknen', 'Ayrduck'], Duckmilton, 51, Berlin, 41, 17
Verstaduck, ['Verstaduck', 'Duckmilton', 'Buckton', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Prostduck', 'Duckberg', 'Ducktel', 'Ayrduck'], Duckmilton, 55, Londres, 48, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Prostduck', 'Duckberg', 'Ayrduck', 'Buckton'], Ayrduck, 56, Rome, 40, 14
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Buckton', 'Ayrduck'], Schumaduck, 60, New York, 48, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Prostduck', 'Ayrduck'], Ayrduck, 56, Singapour, 50, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Prostduck', 'Duckberg', 'Ayrduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Alonsduck', 'Buckton'], Ducktel, 51, Singapour, 44, 15
Verstaduck, ['Verstaduck', 'Duckmilton', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Ducktel', 'Schumaduck', 'Duckberg', 'Buckton', 'Ayrduck'], Buckton, 59, Berne, 49, 15
Schumaduck, ['Schumaduck', 'Duckmilton', 'Prostduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Alonsduck', 'Ducktel', 'Ayrduck', 'Raiducknen'], Schumaduck, 52, Londres, 48, 19
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Prostduck', 'Ducktel', 'Schumaduck', 'Ayrduck'], Alonsduck, 56, Berne, 40, 15
Duckmilton, ['Duckmilton', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Ayrduck'], Duckmilton, 55, Singapour, 42, 16
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Buckton', 'Verstaduck', 'Duckberg', 'Ayrduck'], Raiducknen, 57, Pekin, 40, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ayrduck', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Ducktel', 'Duckberg', 'Raiducknen', 'Buckton'], Raiducknen, 50, New York, 43, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Alonsduck', 'Ducktel', 'Buckton', 'Verstaduck', 'Raiducknen', 'Prostduck', 'Ayrduck'], Ducktel, 54, Tokyo, 44, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Buckton', 'Duckberg', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Ayrduck', 'Alonsduck'], Verstaduck, 55, Rio, 45, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Ayrduck', 'Prostduck', 'Buckton'], Ducktel, 59, Berlin, 40, 16
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Ducktel', 'Verstaduck', 'Ayrduck', 'Buckton', 'Prostduck'], Duckberg, 53, Tokyo, 50, 19
Schumaduck, ['Schumaduck', 'Duckmilton', 'Alonsduck', 'Duckberg', 'Buckton', 'Verstaduck', 'Prostduck', 'Ducktel', 'Raiducknen', 'Ayrduck'], Verstaduck, 58, Rome, 45, 18
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Buckton', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Alonsduck', 'Duckberg', 'Raiducknen'], Schumaduck, 51, Berne, 41, 10
Buckton, ['Buckton', 'Duckmilton', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Ayrduck', 'Prostduck'], Schumaduck, 59, New York, 50, 13
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Duckberg', 'Buckton', 'Ayrduck'], Duckmilton, 59, Londres, 44, 19
Duckmilton, ['Duckmilton', 'Buckton', 'Alonsduck', 'Verstaduck', 'Ayrduck', 'Ducktel', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Duckberg'], Duckmilton, 57, Tokyo, 44, 13
Duckmilton, ['Duckmilton', 'Raiducknen', 'Duckberg', 'Alonsduck', 'Buckton', 'Ducktel', 'Ayrduck', 'Schumaduck', 'Verstaduck', 'Prostduck'], Schumaduck, 51, Madrid, 45, 10
Alonsduck, ['Alonsduck', 'Schumaduck', 'Duckmilton', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Buckton', 'Ayrduck'], Duckmilton, 54, Moscou, 43, 20
Buckton, ['Buckton', 'Ducktel', 'Schumaduck', 'Duckmilton', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Duckberg', 'Ayrduck'], Duckmilton, 50, Berne, 42, 15
Duckmilton, ['Duckmilton', 'Buckton', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Prostduck', 'Ayrduck'], Ayrduck, 51, New York, 50, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Buckton', 'Ayrduck'], Raiducknen, 50, Paris, 46, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Ayrduck', 'Duckberg', 'Buckton'], Duckmilton, 59, Berlin, 40, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ayrduck', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Prostduck', 'Alonsduck', 'Buckton'], Verstaduck, 58, Londres, 48, 15
Ducktel, ['Ducktel', 'Duckberg', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Buckton'], Prostduck, 50, Londres, 43, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Prostduck', 'Duckberg', 'Raiducknen', 'Buckton', 'Ayrduck'], Raiducknen, 51, Tokyo, 42, 14
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Buckton', 'Schumaduck', 'Prostduck', 'Verstaduck', 'Ayrduck'], Duckberg, 50, Berne, 49, 10
Duckberg, ['Duckberg', 'Duckmilton', 'Buckton', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Schumaduck', 'Prostduck', 'Raiducknen'], Ducktel, 55, Londres, 49, 12
Raiducknen, ['Raiducknen', 'Duckmilton', 'Buckton', 'Duckberg', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Ducktel', 'Alonsduck', 'Ayrduck'], Buckton, 53, Pekin, 45, 14
Alonsduck, ['Alonsduck', 'Schumaduck', 'Ducktel', 'Duckmilton', 'Duckberg', 'Verstaduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Ayrduck'], Prostduck, 50, Rome, 40, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Buckton', 'Ayrduck', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Duckberg'], Duckberg, 60, Rio, 46, 19
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Ducktel', 'Duckberg', 'Prostduck', 'Buckton', 'Ayrduck'], Ayrduck, 53, Rome, 40, 14
Duckmilton, ['Duckmilton', 'Prostduck', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Duckberg', 'Ayrduck', 'Schumaduck', 'Alonsduck', 'Buckton'], Raiducknen, 51, New York, 45, 13
Prostduck, ['Prostduck', 'Buckton', 'Duckmilton', 'Schumaduck', 'Duckberg', 'Ducktel', 'Verstaduck', 'Raiducknen', 'Alonsduck', 'Ayrduck'], Duckmilton, 51, Londres, 40, 16
Duckmilton, ['Duckmilton', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Buckton', 'Prostduck', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Raiducknen'], Duckmilton, 54, Tokyo, 41, 14
